External_Id__c,Type,Reason,Priority,Origin,Subject,Description,Account.External_ID__c,Asset.External_ID__c,CreatedDate,Status
97608953-bc24-4112-aa88-686f2890ac84,Structural,Performance,Low,Email,integer tincidunt ante vel,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,b0bad13c-751e-49bf-a2ae-13a324b82228,5c0d7820-a60c-4e74-b248-0b690463b561,2020-06-27T11:16:01Z,Working
38270452-b4fa-4848-83e3-5940e8db81ad,Electronic,Billing,Low,LiveAgent,pede morbi porttitor lorem id,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,d2182a3f-2730-4d63-9d94-c41a9fe704c8,6676ade6-2550-429b-8685-18ee6bcb44dc,2020-06-17T17:13:31Z,New
3698a2e8-d2ea-4648-b5a5-72baf556d8b1,Mechanical,Refund,Low,Email,erat nulla tempus vivamus,dis parturient montes nascetur ridiculus mus etiam vel,b431fca7-577a-43d3-9a5c-faf36b740de8,35a636c9-9d6b-43e9-9d26-e137ca3d5637,2020-05-22T21:17:32Z,New
7b130398-05a4-4a3e-9dda-99ddd408f7d3,Mechanical,Address Change,Low,Phone,posuere cubilia curae,leo rhoncus sed vestibulum sit amet cursus,9c73655f-1960-49da-af95-abea5544b159,5f306056-7581-42b1-b78a-68b1d51fe06d,2020-05-25T01:24:35Z,Working
118bc3b0-7791-49cf-ad6e-709366f8e7d7,Electrical,Billing,Low,Social Media,lectus pellentesque at nulla suspendisse,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo,8ee23977-ffad-41c4-b812-7331e17e5ba1,9a62e860-03fd-4812-8dc0-92a8e149fb63,2020-06-18T22:10:44Z,Working
3835090b-9173-40f5-a24b-ec173f1553f7,Mechanical,Return,Medium,Social Media,elementum pellentesque quisque porta,sit amet justo morbi ut odio cras mi pede,98e97e65-da7e-4bda-9b7f-642d58e49592,44f90b4e-d19a-4df2-aa5a-e5fc42bc55ba,2020-06-15T11:27:01Z,Working
d0e93aba-d42a-4de3-bca7-69feeeb9bf8d,Mechanical,Installation,Low,Social Media,id pretium iaculis diam erat,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id,f586d00a-37d0-47bd-95e2-a64f9c6a1125,7f52264c-b626-4cc0-b22f-9990dc49e338,2020-06-11T13:35:28Z,Working
9f96dd69-3bda-4aa1-be0f-85f7b584d0d2,Mechanical,Billing,Low,Email,pellentesque eget nunc donec,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,52cca4a6-a4e0-48eb-b038-d7fb91d21167,401841a4-3533-46e0-91f2-e04c813fcd69,2020-06-03T18:46:32Z,Working
2983bff5-8fcd-4884-a7fc-54c84d545df7,Mechanical,Billing,Medium,Phone,venenatis lacinia aenean sit,et magnis dis parturient montes nascetur ridiculus mus,9be7e253-2a42-475d-8318-2b6327aad892,bda7350c-adff-439a-b4fa-c82a04596d99,2020-05-28T07:17:47Z,New
2e6258d4-610b-4e0a-8857-0aef5300a4d5,Mechanical,Other,Medium,Web,porttitor pede justo eu massa,ac nulla sed vel enim sit,e42018e8-5666-49d5-8daa-e45597119419,8e3d79c8-d9ea-4c3a-8be4-d5739964e3a9,2020-06-15T17:53:50Z,Working
c9a90a85-2bbe-498f-b720-306fbd38689d,Mechanical,Return,Low,Social Media,duis bibendum felis sed,quam turpis adipiscing lorem vitae mattis nibh,acdfc00a-d4e8-408d-a836-e824dde0a703,c7e1e7f5-8296-46cc-8bf9-6bd6cd6c0b0d,2020-06-10T07:00:09Z,Working
7fcc025d-5430-48de-a2d1-246807e6df08,Mechanical,Billing,Medium,Phone,morbi a ipsum integer,ipsum ac tellus semper interdum mauris ullamcorper purus sit,69e16212-86c2-4fd0-acda-367142e7afdc,6a2b5362-e222-4f16-83c8-28ec7dbbd7d1,2020-06-05T15:17:07Z,New
c70a22d1-6950-41f2-838a-30ba74661071,Structural,Refund,Low,Email,vulputate nonummy maecenas tincidunt,commodo vulputate justo in blandit ultrices enim lorem ipsum,9d865b67-513c-4e47-9ae0-49ea1fc912cf,378b0763-540b-4d6c-b994-35c28064407c,2020-06-22T17:52:49Z,New
bb4e7a70-8602-47d2-8076-0648dea54863,Other,Feedback,High,Email,velit nec nisi,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,99f336ca-cb6a-49d7-b667-957ab31b118b,19d1b2bb-8610-4253-a6b5-058ae4ef936f,2020-06-27T19:24:04Z,Working
8cabfb33-e534-47db-8def-2838854226ce,Mechanical,Equipment Design,Low,Social Media,ac neque duis bibendum,in eleifend quam a odio in hac habitasse platea dictumst maecenas,154c4d88-6f31-418e-bd91-eb7383389c57,a2d9600d-6da4-4795-bcb8-2f7445d9d3db,2020-06-16T16:09:00Z,Working
4ecf0c2a-67b6-4d55-b018-7841f7ff7156,Electronic,Feedback,Low,Web,faucibus orci luctus et,libero nam dui proin leo odio porttitor id consequat,e5754877-1049-492f-985c-3a2cda306ee5,20334d7e-1fd0-4e33-9a51-8411cd1b4182,2020-06-21T09:51:00Z,New
db7d91b6-a534-4bbc-9366-08cfc852893d,Mechanical,Billing,Medium,Email,ultrices aliquet maecenas leo odio,mauris non ligula pellentesque ultrices phasellus id sapien,8e8ba468-7e30-436b-a6ee-854a2c4ad851,bed386b2-707d-44d5-924e-8f114283cc94,2020-05-25T04:30:35Z,New
4f54bb1b-6b2a-4659-b3f1-b8b330d39608,Electronic,Other,Low,Email,at turpis a,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,54eae8ab-9b4a-4820-b3df-f23bba388bd4,9c98c53c-2e54-40cd-ae7b-d32a053dee8d,2020-06-08T03:35:50Z,New
1d8bc325-2a79-4d93-a8cb-39d878d897ae,Electronic,Feedback,Low,Web,ante ipsum primis in faucibus,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,653b440c-04ba-43cc-8f9d-d62184a7e0e6,f6691851-7dec-4734-9a3d-304c299eeab4,2020-05-22T13:13:42Z,New
a90ab7b4-fcab-4edb-9fe7-729aabd4e63d,Electrical,Loyalty Scheme,High,Social Media,proin leo odio porttitor,quam sapien varius ut blandit non interdum,ff6d77cb-db59-47a9-be21-d8ecc1cc4cff,245c54dc-cfae-407a-88eb-7429cbb65e90,2020-06-18T02:21:26Z,New
d793233d-e653-4e27-886e-e9b158f387c1,Mechanical,Equipment Design,Low,ChatBot,sapien non mi integer ac,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,6dce8587-bc4c-4ba2-9737-1f21974a7b6f,9019eed0-b8a0-45a6-8a8d-c3837f86ffe4,2020-05-19T15:45:44Z,Working
b532524f-96f6-4a04-af08-9b7019c7577a,Other,Refund,Medium,Email,dictumst maecenas ut massa,libero nam dui proin leo odio porttitor id consequat in consequat ut,d42d2d14-f84b-432e-a7cc-4a0cabfceeab,3ce239a8-2599-4285-9e23-069b459490e5,2020-05-22T05:48:00Z,Working
c0d4dca5-f619-462e-ba51-528186a4b1cc,Electronic,Feedback,Low,Social Media,justo maecenas rhoncus aliquam,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac,b10477ba-b655-4057-8744-0fa6a86eb787,22ace967-cbef-4a3c-bf92-0f57b7761826,2020-06-15T18:35:35Z,Working
e2fd73b9-132e-4e14-a46d-08b18e14e3d5,Electronic,Equipment Design,Low,Email,sit amet cursus id,in hac habitasse platea dictumst maecenas ut massa quis augue,5d4870fa-ab71-45ca-804f-c7d24733a5fd,b16ef5d3-4ce5-4a1a-a431-59dca04fd98c,2020-06-19T17:03:17Z,New
da651cff-28c9-4f69-b62a-f21c6c436c66,Mechanical,Billing,Low,Email,eu interdum eu tincidunt,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,ead96de6-889a-4b4b-b64e-4b4a3a4ce1cb,43e7d091-4246-4491-8666-83bf3d2a3341,2020-05-25T07:17:31Z,Working
cf9c6152-d130-4891-99f3-94e07d7e725c,Mechanical,Feedback,Low,Social Media,nulla pede ullamcorper augue a,tellus semper interdum mauris ullamcorper purus sit amet nulla,73a6e1c4-0116-465e-9b13-626ae2e7a8dd,a965cd96-398b-46b9-8e70-de4c6aa795d4,2020-05-16T18:12:09Z,New
878134a4-e3b8-4ae5-8606-6871270b16e6,Electrical,Billing,Low,Web,ut nunc vestibulum,pharetra magna ac consequat metus sapien ut nunc vestibulum,d56119c5-14da-401e-8acf-7068b4859731,1498c19b-3788-406f-9056-49f0fd1cba72,2020-06-03T02:59:46Z,Working
9ea2c3bf-229a-43d5-b3cb-4fd34723fdb8,Mechanical,Billing,Low,Email,felis sed interdum venenatis,at vulputate vitae nisl aenean lectus pellentesque eget nunc,f7302775-22e9-467c-b9b2-2629c77529ba,59ed4506-2896-4703-851e-13758eb2d45e,2020-06-29T00:33:10Z,Working
3d34abc6-05c7-4d46-b388-7865ecdb2136,Electrical,Billing,Low,ChatBot,mus vivamus vestibulum sagittis sapien,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,8e327deb-5d83-4333-9fa5-50263eeba875,07324546-2338-4413-9334-d79f1b34ccca,2020-06-05T11:34:44Z,Working
cefb0580-9437-4373-a452-986130f3d821,Structural,Performance,Medium,ChatBot,felis sed lacus morbi sem,sapien a libero nam dui proin leo odio,9be7e253-2a42-475d-8318-2b6327aad892,59dd878e-42d9-4613-9e1a-63251abb3880,2020-06-25T16:27:06Z,Working
88d23c2a-9c13-4822-8f66-162cbd83b6e7,Structural,Feedback,Medium,Social Media,eget congue eget semper,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,9d5e6be6-9430-4160-93fa-b87363ebf005,3fd42521-5cbc-4c63-858a-c5f71a8a5f23,2020-06-25T22:27:44Z,New
3c8aea0b-0343-4f96-ae76-be7ee8dd4feb,Electronic,Breakdown,Medium,Social Media,dapibus at diam,libero quis orci nullam molestie nibh in lectus pellentesque at nulla,a358c0ab-ccb3-4d05-bde5-615ebfc89483,e3548bdd-c3a1-41b8-921b-35f3d24ce68e,2020-06-18T06:11:25Z,Working
e9b5e85c-0636-4e11-a7fb-e1fd8b44b5f1,Other,Breakdown,Low,Email,eleifend pede libero quis orci,ut nulla sed accumsan felis ut,d56119c5-14da-401e-8acf-7068b4859731,3eca2e30-0527-43c5-a577-e03f74743e17,2020-05-21T20:26:02Z,Working
49dd0019-2b46-44c4-9337-078c932ac632,Electrical,Installation,High,Phone,enim lorem ipsum dolor,neque aenean auctor gravida sem praesent id massa id nisl venenatis,50f11272-7ea5-4fad-84a6-54837652285f,2278a55c-d4b2-4c53-be91-350322a940d2,2020-06-20T13:42:51Z,Working
6c421981-b3f5-498f-a70d-59e465b770a6,Electronic,Return,Low,ChatBot,enim lorem ipsum dolor sit,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,cfe3aa22-a906-42dc-abf3-5725e506f670,91bccde3-805e-4d60-b734-9dc9f0d36d65,2020-06-23T10:07:22Z,New
bd77bab2-0077-404c-a3db-ffece5607cbd,Electronic,Address Change,Medium,Social Media,posuere metus vitae ipsum aliquam,bibendum felis sed interdum venenatis turpis enim blandit,9a6d4456-22a8-4d08-b328-29d6e0d9cbb5,e627218d-81f2-4158-b297-3f81a2258dd2,2020-05-19T14:51:41Z,New
e6b69165-88b1-4a9c-98ed-1a27c8cbaa5a,Mechanical,Billing,Low,Social Media,interdum venenatis turpis enim blandit,suscipit ligula in lacus curabitur,d42d2d14-f84b-432e-a7cc-4a0cabfceeab,792b6ae5-1208-4895-b712-558e33a81da6,2020-06-23T19:51:31Z,New
8c2adce1-c771-4014-b887-cf3e55ecce95,Mechanical,Other,Low,Web,venenatis non sodales sed,maecenas tristique est et tempus semper est,a32ef888-faba-442f-acae-b6577ba245a2,17676472-ad89-4528-9c9b-182fa323f7df,2020-05-31T02:56:27Z,Working
cd87aca6-2fd0-48ae-889a-a6b081978024,Other,Loyalty Scheme,Low,Phone,sollicitudin ut suscipit,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,7071a5bb-3c8f-4161-a34f-3214d1619e1c,4fbc67c4-b86b-4e28-8f67-e089da112c54,2020-06-13T19:39:41Z,Working
553b5127-db9d-4863-a576-36649c093bc6,Electrical,Installation,Low,Email,convallis nunc proin at turpis,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,3b5e982c-1b69-465f-8c08-26cfc327442b,069ed5c8-8792-4223-9420-fd6cdca49bf0,2020-06-28T05:32:28Z,New
a11dfd22-668c-4e5f-9096-10344245b552,Electrical,Billing,Low,Email,vulputate elementum nullam varius,habitasse platea dictumst etiam faucibus cursus,e557a6d1-2914-4004-afc4-73c2ad66e39a,ad4950f3-de36-4775-9127-64a5dd7be9a8,2020-06-19T11:33:46Z,Working
4bfaa70d-a63e-49da-8760-bffae31ad128,Electrical,Other,Low,Email,aliquet at feugiat non pretium,amet consectetuer adipiscing elit proin risus praesent lectus,9fd8d4f7-9950-4cc3-851a-80587363402a,e242c538-244c-4668-a0b9-5750ed0fcb15,2020-06-14T02:57:51Z,Working
c88f4d0a-dceb-4116-973f-d432d8c4e1a9,Mechanical,Address Change,High,Phone,ut ultrices vel augue vestibulum,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,405dd836-4f28-44e5-a4a4-f24ef9a4ce96,3b3dab1e-a7bd-4c71-a108-66b80140ab34,2020-05-17T07:28:01Z,Working
0a4477b6-7810-442e-bb90-dd50fce18be2,Structural,Installation,Medium,Email,et ultrices posuere,ut suscipit a feugiat et eros vestibulum,6ce0c573-3bc5-4b95-8332-d965c8743903,1543bfaf-c6fd-46f4-9716-529acf97ffa0,2020-06-22T02:19:27Z,Working
fd8c392d-a704-4151-aca3-3eee6fb5251e,Mechanical,Return,Low,Email,sapien in sapien,nunc donec quis orci eget orci vehicula condimentum curabitur,aaf8b683-7c0d-40f0-aedf-5ca3630ec247,7b2e79b9-d612-4adf-a01c-c880167be97f,2020-06-02T23:50:53Z,Working
71b77dc3-e232-42e4-a0b8-484052f26a3e,Mechanical,Other,Low,Email,ut blandit non,odio condimentum id luctus nec molestie,6a796ec7-1fb7-4e4e-986d-9d8078392a56,491d0b02-2d20-422d-b50b-1c4c25b382ab,2020-06-26T12:30:07Z,New
f6bf51c1-ef41-4923-ab00-b184d038b2f1,Structural,Other,Medium,Email,vulputate justo in blandit,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,c6f8752a-5671-4746-9865-3185e8d707a9,ae489dbd-664d-429e-8848-251f5bb47b3c,2020-06-20T22:52:50Z,Working
5d4d4e88-e2c8-4e05-92fc-5018f7ad9319,Electronic,Billing,Low,Web,mauris enim leo,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,e0021083-8924-4e7f-bdb9-2d0542d29591,18e2f4df-6787-48c2-a3d9-1fa3d38fa50a,2020-05-19T00:27:39Z,New
4323b5f5-f8aa-4e10-b65d-6ce32de2bc46,Mechanical,Installation,Low,LiveAgent,massa id nisl venenatis,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,b0bf21aa-b9d7-40e9-99ee-4efdf5a81489,79d0c666-2503-436b-9cae-03edd8ef96c5,2020-05-28T09:26:53Z,Working
0fc00bf9-ec22-4d2e-8b65-78cf02e66946,Electronic,Billing,Medium,Web,ipsum ac tellus,nibh in lectus pellentesque at nulla suspendisse,bd32d0cc-2cab-4a08-8070-cf0e9b5bf987,433e1be4-e576-4d43-ad89-fef863731004,2020-06-29T20:07:46Z,Working
e8320a3f-11fc-46ef-a677-d45a36dca49b,Electronic,Billing,Low,LiveAgent,placerat ante nulla justo,amet sapien dignissim vestibulum vestibulum,d2182a3f-2730-4d63-9d94-c41a9fe704c8,8e578e0c-b073-4a20-87d0-c8f582c92fbf,2020-06-29T06:21:06Z,New
85032753-fe9b-4de9-9132-255c0e6d2035,Electrical,Installation,Low,Web,morbi non quam nec,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,9151d926-1599-4a4b-bce7-5a7371f14932,ffc399a9-59ee-4a99-81c5-f749b97c5f27,2020-06-04T13:02:01Z,New
dc4e7303-1e1d-4449-8f83-31e12b353083,Other,Loyalty Scheme,Medium,LiveAgent,viverra pede ac,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,0d44707e-1e58-448b-909a-9fdb0183b0c7,20d3944e-e5f2-411d-866e-c6462496becf,2020-05-18T18:06:00Z,Working
ed7f4ddf-9e31-44bf-bd69-e1103d792827,Electrical,Refund,Medium,Social Media,nulla elit ac nulla sed,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,63582815-91a9-4e96-981b-de7cd521a50e,5963149c-b816-4285-a652-5b50c875f597,2020-05-28T17:41:32Z,New
0de633ff-486d-4dc7-91e3-d1d649ff4a7e,Other,Loyalty Scheme,Low,Social Media,magnis dis parturient montes nascetur,massa quis augue luctus tincidunt nulla,2d66d595-0bfb-4e7b-99c6-0a8ab0d2af5b,ab9e86b7-f214-4c1e-8030-856be3b45962,2020-06-26T13:12:28Z,New
91c65742-71e5-4185-9f25-bc6e930fbbc2,Structural,Return,High,Email,vivamus vestibulum sagittis,dolor morbi vel lectus in quam fringilla rhoncus,e288bada-7f09-41ab-98b5-52248c244aa9,8526c825-1ebf-4d8a-9d8d-72cf947e01f5,2020-05-29T21:15:17Z,New
52fbfbab-ae47-4eb1-b806-83bf3f60d20a,Electronic,Loyalty Scheme,Low,Web,arcu adipiscing molestie,nulla tellus in sagittis dui vel nisl duis,473f1937-cc7c-46f8-8582-f1d17767a50f,a58aba93-8457-4c10-8936-5f06b07fe6c8,2020-06-28T18:06:31Z,Working
858bccc7-f3c1-4539-8a8d-bc1cfc392629,Electrical,Performance,Low,Social Media,lobortis vel dapibus at,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,99251ca9-ffdc-486c-8a96-5f6ad861ab9c,332cca80-62fe-4f2b-b8b1-89ac0192b2de,2020-05-16T04:48:48Z,Working
481a014b-2f2e-44a3-9705-bc621254e2d1,Other,Feedback,Low,Web,nulla elit ac nulla,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,2c8e1b6a-2238-41b6-b4c6-347a8fc71507,cf284b03-9f87-4d14-8f42-3a5476316059,2020-05-29T16:15:25Z,New
6cf84141-dd78-4c74-9ac8-c4829948e094,Electronic,Feedback,Low,Email,id luctus nec molestie,quisque id justo sit amet sapien dignissim vestibulum vestibulum,d6cdb4f1-133c-4a28-92ec-14f7125a83ed,6e695478-f17b-41f9-ac26-3c47bb768dab,2020-05-28T16:19:07Z,Working
990e9533-20c7-487b-9216-c19718a29662,Other,Equipment Design,Medium,ChatBot,pede ullamcorper augue a,in porttitor pede justo eu massa donec dapibus duis at,e0e88130-a268-4573-bd41-781828a637f1,9d00bcd2-ce32-44f3-aaac-cca8631c4590,2020-06-10T23:38:51Z,Working
e281ea79-4ca4-42bb-af2a-72b0eb23889e,Mechanical,Installation,Low,LiveAgent,tristique fusce congue diam id,natoque penatibus et magnis dis parturient,1119595f-a1ff-4899-ae06-a95db0af2535,2b2769b1-ec75-467b-8ed0-7647973ae477,2020-06-07T14:04:57Z,New
72ce96d4-d88a-458d-b308-eb6d8883bf4d,Mechanical,Other,Low,Web,nascetur ridiculus mus vivamus,mauris sit amet eros suspendisse accumsan tortor quis turpis sed,a4702dce-d606-4ae2-9903-5dd7be5045e2,e46f49ab-1bd4-44eb-974b-6c9344b634f8,2020-05-17T15:10:20Z,Working
09f37942-5fd7-49f0-8f01-2e4eb7e2d057,Other,Installation,High,Web,integer non velit donec,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,d8c7d068-2c02-4629-ad8f-51f4eeca7233,141c5e9b-2b45-4158-abfc-52d0a746d30d,2020-06-23T16:05:17Z,New
c2c4ced9-d0bc-4f91-8566-8f4c016af417,Mechanical,Equipment Design,Low,Web,scelerisque mauris sit amet,interdum in ante vestibulum ante ipsum primis in faucibus orci,99c7cf5f-82d7-4ed1-a8d4-5b472a9f0573,9258c288-6bd2-46fc-a1e6-2e92dd39b9d7,2020-06-23T08:51:28Z,Working
e4a4d021-25f5-45ae-85f3-838b7de4b09b,Electrical,Return,Medium,Phone,etiam vel augue,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,bc203b0b-9adf-4a27-9903-79a00f179263,7f52264c-b626-4cc0-b22f-9990dc49e338,2020-05-26T20:04:42Z,Working
a68a33a5-8ada-43e0-9661-8a0dfe68fe03,Mechanical,Feedback,Medium,ChatBot,aliquam erat volutpat in congue,quis libero nullam sit amet turpis elementum ligula vehicula consequat,2729f2ce-c530-42f1-8ad4-f1ae024657b0,5b707925-1e6b-4e2d-8924-1f22762c0622,2020-05-22T16:40:50Z,New
afa449b6-49f8-4284-9383-62d5b1f9f13e,Electronic,Refund,Low,Email,id consequat in,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,ebedd9bb-ab18-4db5-b285-a51ebf4fa573,9fba28d2-763f-46d5-b1d1-d397f9e0285f,2020-06-09T05:15:46Z,New
afefe14f-d09f-4fc7-bc91-4ecb65f08f2e,Electronic,Refund,Low,ChatBot,curabitur gravida nisi,est risus auctor sed tristique in tempus sit,9fd8d4f7-9950-4cc3-851a-80587363402a,0584c1da-35ea-45c4-9c94-5440c6634a4e,2020-05-20T10:02:25Z,Working
df9c484b-5970-45c7-92cb-e7ed64146af9,Other,Feedback,High,LiveAgent,potenti in eleifend quam,nisi vulputate nonummy maecenas tincidunt lacus at,d9ca6a19-0198-4061-a856-b5db22cf7b65,59e4b531-9469-42c0-8e28-1c47dc159f14,2020-05-20T21:45:07Z,Working
dcd676c0-75cb-4e6c-ae0e-7a513a5d7236,Electronic,Equipment Design,Medium,Web,tincidunt eget tempus,lorem ipsum dolor sit amet consectetuer adipiscing,58925379-c2e4-4d33-8e75-dc026acb32a1,c74a2901-a360-430e-8ffa-e9564405a5b1,2020-05-25T16:18:51Z,Working
a569c76f-3e0e-44e4-9f4e-981673e084ba,Mechanical,Billing,Medium,ChatBot,nullam porttitor lacus,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,c4af39a6-e145-46f5-8883-a271444e5367,6d0b2b92-e6c7-415c-9a38-bd4f0fcc1ce1,2020-06-26T16:19:42Z,New
4e474c6e-fa5c-4133-a4bb-6447234f5fc3,Electrical,Equipment Design,Low,Web,tincidunt nulla mollis molestie lorem,dapibus duis at velit eu est congue elementum in hac,3a7c4878-b550-462d-a442-f7b5509668a5,7b800168-240c-47a4-8ba4-92410391dc98,2020-05-17T06:38:52Z,New
13d91b10-272e-417b-b885-443c3c3b6a23,Mechanical,Feedback,Medium,Phone,ipsum praesent blandit lacinia erat,fusce consequat nulla nisl nunc nisl duis,e7ebe5c9-3a64-4197-b2aa-37b2ce30f199,bfbae4a4-0eab-45eb-878f-a35bfad00c90,2020-06-14T01:29:08Z,Working
be53e277-90b6-4c60-965b-d31cdb552312,Structural,Refund,Low,Web,et eros vestibulum,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,9d6dff71-178a-41ee-92df-75ab1a2973c8,35a636c9-9d6b-43e9-9d26-e137ca3d5637,2020-05-25T00:36:09Z,Working
4a011c22-6600-47c2-b91b-58ff8fbe859f,Other,Performance,Low,Email,semper interdum mauris,sed magna at nunc commodo placerat praesent blandit nam,72eacab6-f6ad-4028-9eeb-4869eabb0045,adbf2ce5-3fc4-4b95-a3ae-ef484dc502b6,2020-06-21T16:55:16Z,Working
dae9134f-edec-4533-b3d1-373f8f3bb200,Electrical,Loyalty Scheme,Low,LiveAgent,nulla ultrices aliquet maecenas leo,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,afd9a7f0-dae4-48aa-b591-1dfb0a983832,34274e82-202f-4e5e-a060-6b1422cd7c1e,2020-06-29T09:23:22Z,New
e2a2720d-b1be-4bb4-9214-c8dc8d613d41,Electronic,Refund,Low,Email,lacus curabitur at ipsum ac,vulputate nonummy maecenas tincidunt lacus,50f11272-7ea5-4fad-84a6-54837652285f,ee740241-de1c-4b6d-8a17-5582f4108235,2020-05-27T12:03:23Z,New
36302189-15af-4307-a364-469f80977e08,Electronic,Feedback,Low,LiveAgent,eleifend luctus ultricies eu,donec ut mauris eget massa tempor,a358c0ab-ccb3-4d05-bde5-615ebfc89483,38e6a75f-5666-42f3-9b50-30d8e5279a6b,2020-06-28T00:45:32Z,Working
ccce1f18-aa8d-4761-8d16-1841fcc8aafa,Electrical,Feedback,Low,Social Media,faucibus orci luctus,nulla ac enim in tempor turpis nec euismod,f2639bda-bca1-48d5-b997-6eb3584dfbcf,c18c12ef-950a-4775-aea1-dd05b501f00f,2020-05-29T19:27:09Z,Working
c772a84a-f7f4-428b-b7d6-71fb7e917c4b,Mechanical,Installation,Low,LiveAgent,porttitor lacus at,id consequat in consequat ut,7e315228-5f04-445e-80ef-0d027c977a95,b1829ea5-ee32-46a9-aa80-290630ce0d1b,2020-06-15T07:20:54Z,New
ca7b52b6-774b-4abd-a918-bb861abea31e,Electrical,Performance,Low,Web,eu massa donec dapibus duis,amet lobortis sapien sapien non mi integer ac neque duis,f1272e24-340c-455a-a7a9-49a7b3a6255f,5cf6c6ec-51fa-471b-9c65-6201fac94d77,2020-06-03T12:48:04Z,Working
0c2e89fd-5f2f-4ce6-bf28-1aa3b66d4597,Mechanical,Installation,Low,Email,morbi quis tortor id nulla,lectus pellentesque eget nunc donec quis orci eget orci,46db2d29-902d-4715-86f5-f332354d2fdd,26552e7d-b4fd-4feb-94cc-b86f35a46739,2020-05-31T08:34:52Z,Working
0a8ca1b8-c51d-48f1-b4e0-e27ee7421d42,Electronic,Performance,Medium,Web,fermentum justo nec condimentum,in felis donec semper sapien a libero nam,de139ea2-834b-4b14-8842-a66216a2a5f0,aa78a557-5891-4f23-bda4-8cd33a0dc718,2020-06-22T17:48:14Z,Working
d8a391a6-47fb-4839-98c4-c79ffb83ac24,Structural,Loyalty Scheme,High,Email,arcu sed augue,lacinia sapien quis libero nullam sit amet turpis elementum ligula,83090293-8ac2-442b-a212-c6ae79be2333,da15ec77-a792-49e5-84fd-0dd0bb42a3f2,2020-05-19T11:46:29Z,Working
22de7f44-18c9-4235-ab78-1559916fb7fc,Electrical,Refund,Low,ChatBot,ultrices posuere cubilia curae,consequat dui nec nisi volutpat,8f89697c-cf3b-4ee2-8f91-6874ace92a36,78f887c1-0836-4c25-9f4f-a197bab56434,2020-05-16T02:07:36Z,New
369b11d1-c74c-40e1-9cf4-802e5509b9b8,Mechanical,Refund,Low,ChatBot,suspendisse accumsan tortor quis,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,cdb8a49c-6120-48f5-8ece-f0c5eb2b8785,6111d1a4-2573-409c-86f3-212df5f8609d,2020-06-19T23:44:37Z,Working
86bf6b0a-64c0-490e-a36b-10a0ec4041c4,Electrical,Installation,Medium,Social Media,integer aliquet massa,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,ff5db977-e3e5-4497-a377-9353d01b579c,b5f17508-48ea-4f88-a281-75a0af469fe1,2020-06-13T13:41:56Z,Working
0f3fe3d2-c69d-409d-8266-4efcfc4d1405,Electrical,Equipment Design,Medium,LiveAgent,ut odio cras mi,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,0dbf2be7-63b2-4f2c-a609-a2e2a778dc09,ed09c38a-5036-4f52-8c08-a88f257897ed,2020-06-25T04:08:51Z,New
