External_Id__c,Type,Reason,Priority,Origin,Subject,Description,Account.External_ID__c,Asset.External_ID__c,IsEscalated,Status,ClosedDate,CreatedDate
aaafe56b-ef75-4e5e-9ad0-55dff1dda711,Other,Performance,Low,Social Media,euismod scelerisque quam turpis adipiscing,dui vel nisl duis ac nibh fusce,f586d00a-37d0-47bd-95e2-a64f9c6a1125,ed2f8955-8999-4b6b-90ce-30daa2c1b6b4,TRUE,Closed,2020-01-02T00:00:00.000Z,2019-12-10T00:00:00.000Z
ad166031-fd03-4de9-b726-1e9560cd097e,Mechanical,Return,Medium,Email,sem duis aliquam convallis nunc,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,8b041e65-c18f-481f-95ec-f5cf641a8f47,1846c5bc-580b-4047-a7fb-dcb0788a7f3d,FALSE,Closed,2019-08-16T00:00:00.000Z,2019-08-10T00:00:00.000Z
34eb7c82-81d6-4ecd-b224-2291c0d06cf9,Mechanical,Equipment Design,Low,Web,blandit mi in,quis augue luctus tincidunt nulla mollis molestie lorem quisque,bd32d0cc-2cab-4a08-8070-cf0e9b5bf987,14b058f4-9d67-4cd3-9f66-367b9ceadaeb,FALSE,Closed,2019-03-19T00:00:00.000Z,2019-03-16T00:00:00.000Z
7643b824-0589-4637-8f65-34d7abb5da4f,Mechanical,Equipment Design,Low,Email,at nulla suspendisse potenti cras,consequat nulla nisl nunc nisl duis bibendum,ad37a6f4-9c99-4f4d-ac71-8946d58edb96,32b111d1-8d17-4ad5-96e9-a90cd9934eb5,FALSE,Closed,2020-06-24T00:00:00.000Z,2020-05-30T00:00:00.000Z
a5d199a0-05fb-4fd1-baf1-2e3dd9d33648,Structural,Installation,Low,Social Media,vehicula condimentum curabitur in libero,ante ipsum primis in faucibus orci luctus et ultrices posuere,e5754877-1049-492f-985c-3a2cda306ee5,e0ea8a33-29dd-4f4d-95bd-08c037785995,FALSE,Closed,2019-09-14T00:00:00.000Z,2019-08-30T00:00:00.000Z
0d700fa5-61e4-4e24-ac21-910bb0690b41,Electrical,Billing,Low,Email,in felis eu,tellus semper interdum mauris ullamcorper purus sit amet nulla,27237a55-df44-43c4-92e0-d13059ea91d4,4e730118-2941-4e91-841e-dc887a225fd7,FALSE,Closed,2020-01-06T00:00:00.000Z,2019-12-13T00:00:00.000Z
e6317ba4-9bb1-4f01-b333-2b9b64a934ba,Mechanical,Billing,Low,LiveAgent,eros suspendisse accumsan tortor quis,convallis nunc proin at turpis a pede posuere nonummy,405dd836-4f28-44e5-a4a4-f24ef9a4ce96,d18b0377-7803-4657-bf87-6fa5ac5d9acb,FALSE,Closed,2019-02-10T00:00:00.000Z,2019-01-31T00:00:00.000Z
31e4f099-ad03-40d7-acfa-1cdb3726b8eb,Electrical,Other,Medium,Social Media,vel pede morbi porttitor,tempor turpis nec euismod scelerisque quam,dd2d3458-d50c-4559-9fcf-c6d94b32f140,2ece59bb-ec95-4bb7-a675-739b8dea327a,FALSE,Closed,2020-02-11T00:00:00.000Z,2020-01-16T00:00:00.000Z
239b4c12-a5d7-458b-bebe-496c1f6d7ef2,Electrical,Loyalty Scheme,Medium,Email,justo in hac,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,9eab396f-d2a7-4634-8f58-c1ebbc88d07f,03ab12d9-2919-4deb-92f5-b3e138802536,FALSE,Closed,2019-10-19T00:00:00.000Z,2019-10-16T00:00:00.000Z
4f3d47d8-60bf-402d-becb-f3d4fbc90370,Electrical,Billing,Medium,Social Media,sed accumsan felis ut,auctor gravida sem praesent id massa id nisl venenatis lacinia,8b05a2e2-f921-4d49-b104-53d1c373f7eb,1166f629-77c4-4da8-be18-13fb05e5355d,FALSE,Closed,2020-04-17T00:00:00.000Z,2020-03-17T00:00:00.000Z
a7c37a0a-620b-4ede-bb54-adb5e7b58ca6,Electrical,Billing,Low,Email,nulla integer pede,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,d6192fe0-7d4b-4834-9464-4321c79ca51d,51b0d7bf-1ca4-4a2a-bd51-4b2c248268a9,FALSE,Closed,2019-02-03T00:00:00.000Z,2019-01-25T00:00:00.000Z
459839ec-50f5-4bc8-b133-b7dd51f7f927,Electrical,Return,Low,LiveAgent,consectetuer eget rutrum,suspendisse potenti cras in purus,b08d0b22-b7d0-4cf9-b4bb-bab3c775c648,8215c6cb-fde1-4012-856c-4da5302c9d3a,FALSE,Closed,2019-04-29T00:00:00.000Z,2019-04-21T00:00:00.000Z
c2ecbd4d-4221-4767-ba26-462e7aa38d85,Mechanical,Installation,Low,Social Media,enim sit amet,nisi nam ultrices libero non,c9fdb354-467c-42bf-99b1-779a9fce7797,fa71c821-7c4b-4c18-b2fa-5c6cdbd45572,FALSE,Closed,2020-06-25T00:00:00.000Z,2020-06-10T00:00:00.000Z
9b4f683d-a558-49a8-84ee-c2c376312a75,Electrical,Installation,Low,ChatBot,integer pede justo,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,7a768067-52ad-4a1d-83f1-a92398a3a0ae,23dc2806-cd04-4126-aea5-2737491ca920,FALSE,Closed,2019-05-26T00:00:00.000Z,2019-05-18T00:00:00.000Z
eb2b2633-a11f-4402-aec5-39b38d9d7d68,Electrical,Feedback,Low,Social Media,vitae nisi nam,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,d4acb64f-1539-495f-82c4-7798dc583828,fe4de676-5d88-4e2a-a08c-a8bb0afd04bd,FALSE,Closed,2020-03-18T00:00:00.000Z,2020-02-23T00:00:00.000Z
8f34c17a-18d3-4146-b06a-4230eb7dc89f,Mechanical,Performance,Low,Email,nam ultrices libero non mattis,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,d7f3a381-0218-4a9d-8b18-78c9f5e79654,f22daae8-d6fe-4a50-9362-1e53ef53b069,FALSE,Closed,2019-01-12T00:00:00.000Z,2018-12-21T00:00:00.000Z
eefe232b-5c85-4b5c-8737-2b425cc4cf21,Mechanical,Performance,Medium,ChatBot,quam sollicitudin vitae consectetuer,molestie sed justo pellentesque viverra pede,4e3f0288-47a9-44b1-b658-88086c874fda,9896a41a-12db-4fd8-9008-549ba079013e,FALSE,Closed,2019-12-05T00:00:00.000Z,2019-11-29T00:00:00.000Z
6e9d4a79-1b72-4649-bfd0-8f74c8bc0be3,Electronic,Refund,High,ChatBot,eget congue eget,justo etiam pretium iaculis justo in hac habitasse platea,9c991823-fa43-47c1-afe5-35cf9f658a56,3bd8d8d4-9ab2-4776-975c-e00ed1489dfb,FALSE,Closed,2019-04-14T00:00:00.000Z,2019-04-04T00:00:00.000Z
f61020d6-f3c0-4927-a7bb-57a2141c89bc,Structural,Installation,Medium,Email,nascetur ridiculus mus etiam vel,turpis a pede posuere nonummy integer non velit donec diam,c77896d9-7e76-4d18-8bf3-9eda10d6508f,cc4ce4ca-53c5-4d26-840a-a69ac96f2c7f,FALSE,Closed,2019-01-29T00:00:00.000Z,2018-12-28T00:00:00.000Z
34da28b1-5ae6-4551-8091-13d16fa5639a,Electronic,Billing,Low,LiveAgent,lorem ipsum dolor,ac leo pellentesque ultrices mattis odio donec,d7f3a381-0218-4a9d-8b18-78c9f5e79654,36f96642-1060-4e7a-a286-6faa36c97cae,TRUE,Closed,2020-01-08T00:00:00.000Z,2019-12-07T00:00:00.000Z
9cb221a7-fc8b-47ed-8278-d888131e6afb,Electronic,Loyalty Scheme,Low,LiveAgent,non pretium quis lectus,ac enim in tempor turpis nec euismod scelerisque quam turpis,532c547f-e0cc-4d10-b35a-b1f2cbf872f6,22e9640e-9cbf-4a79-bb43-9db15cfc37c6,FALSE,Closed,2019-11-24T00:00:00.000Z,2019-11-01T00:00:00.000Z
452e5cbf-1aa9-4735-9bed-0b638687a19a,Electronic,Billing,Low,Web,adipiscing elit proin interdum,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,b9e7a837-583b-401c-8eb2-4afc21d9d191,3ce239a8-2599-4285-9e23-069b459490e5,FALSE,Closed,2019-10-18T00:00:00.000Z,2019-10-08T00:00:00.000Z
ded248e0-cd1d-4491-afb7-24d742646ca4,Electrical,Refund,Low,Email,proin interdum mauris non,neque sapien placerat ante nulla justo aliquam quis turpis,8327a0a1-38fa-45d0-8dfd-a39d1f149fcd,a40da7a0-a309-491b-bec4-367e76198e9a,FALSE,Closed,2019-11-25T00:00:00.000Z,2019-11-17T00:00:00.000Z
2e00da9a-178b-4488-b80f-45638d49b4ca,Electronic,Loyalty Scheme,Low,Email,maecenas ut massa,praesent id massa id nisl,448c02a7-5deb-4347-9227-345c8b3f99be,9896a41a-12db-4fd8-9008-549ba079013e,FALSE,Closed,2019-10-24T00:00:00.000Z,2019-09-29T00:00:00.000Z
74ae404b-714f-45f6-960e-e27165e4aaf0,Mechanical,Loyalty Scheme,Low,Phone,congue etiam justo etiam pretium,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,54eae8ab-9b4a-4820-b3df-f23bba388bd4,b214af6a-3e44-4f4b-bd65-0a2acdae75dd,FALSE,Closed,2019-01-11T00:00:00.000Z,2018-12-19T00:00:00.000Z
57d79910-cca0-4355-a359-61ebab3c0f6a,Electronic,Return,Low,LiveAgent,nisl ut volutpat,at velit eu est congue,b584662a-c3a9-4f40-a175-03353c0a960a,e20f8776-f4d6-4c47-8dd9-8ab8933a4bc4,TRUE,Closed,2019-07-30T00:00:00.000Z,2019-06-26T00:00:00.000Z
cb67bb47-4d46-4042-a741-372a1da52c25,Electrical,Feedback,Low,Email,eros suspendisse accumsan tortor,fermentum donec ut mauris eget massa tempor convallis nulla neque,3e0226e8-207c-493f-ad99-2734d77e2abb,8e53fb47-ba47-4c87-b74a-11000205d222,TRUE,Closed,2019-01-03T00:00:00.000Z,2018-11-29T00:00:00.000Z
629915ac-9130-4906-8c09-969776fcc4db,Mechanical,Return,High,Email,vel pede morbi porttitor,enim sit amet nunc viverra dapibus nulla,7981e000-80f8-4c14-b342-ceffd1bb0b93,da2b216c-ec1f-4900-98a5-6a988f6821ec,FALSE,Closed,2020-05-31T00:00:00.000Z,2020-04-27T00:00:00.000Z
c057f272-b17c-4c00-a69c-1d51f96917f0,Electronic,Breakdown,Low,Email,nec condimentum neque sapien,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,e288bada-7f09-41ab-98b5-52248c244aa9,654e770e-0557-45e9-a69f-5517e159ae1b,FALSE,Closed,2020-02-07T00:00:00.000Z,2020-01-30T00:00:00.000Z
311da853-941f-40ec-922a-1f71a8b13438,Mechanical,Return,Low,LiveAgent,aliquet ultrices erat,diam in magna bibendum imperdiet,dbd86dca-0567-4077-a725-6fa1e2537b0c,3dfb183d-d360-4d5b-a42d-43e39a2f3e66,FALSE,Closed,2019-11-09T00:00:00.000Z,2019-10-28T00:00:00.000Z
45b64a3b-660d-4126-85a7-6e3d0aa56da1,Electrical,Equipment Design,Medium,Phone,in est risus auctor sed,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,45014102-2eb9-4bab-9f19-b7f5437d77fd,7346e8fc-6bf2-43b0-b2a5-2a2f42e60ad1,FALSE,Closed,2020-04-08T00:00:00.000Z,2020-03-21T00:00:00.000Z
820bf30c-7fcc-46f2-bb9c-4fda53656887,Electrical,Return,Low,ChatBot,ut rhoncus aliquet pulvinar,at diam nam tristique tortor,2b9f6822-d59a-40b3-8411-831b9ee84e5b,711d4550-c820-4b87-b0f4-a1466390d2b2,FALSE,Closed,2019-06-16T00:00:00.000Z,2019-05-20T00:00:00.000Z
4f3c3a73-6536-47ea-a21b-0056d4551ce6,Electrical,Feedback,Low,ChatBot,risus auctor sed tristique,morbi odio odio elementum eu interdum eu tincidunt in leo,634bf58e-336c-4530-9d19-7de51018e41b,8bf42d11-f3f2-407d-b100-97768cfb50cd,FALSE,Closed,2019-01-11T00:00:00.000Z,2018-12-08T00:00:00.000Z
65fbcc4e-f82d-442b-9b3b-5ec8aefe2628,Electronic,Billing,Medium,Web,sit amet erat nulla,libero nullam sit amet turpis elementum ligula vehicula consequat morbi,fc79d35f-ae5b-4414-b22a-94edd7baee1b,17c861dd-392f-41d0-a25b-ad50eedb3d32,FALSE,Closed,2019-06-20T00:00:00.000Z,2019-06-05T00:00:00.000Z
e901d9e2-d87e-4a13-8d85-c04632fbd72c,Structural,Address Change,Low,Email,accumsan odio curabitur,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,5fb83f92-1bcd-492f-b47d-d27eed475816,d20ca4b2-ec90-4b9f-b0ca-6fb06f89298c,FALSE,Closed,2019-02-07T00:00:00.000Z,2019-01-19T00:00:00.000Z
c882ac2c-917f-4758-981b-930daf96de28,Electronic,Feedback,Medium,Web,ac nibh fusce lacus,duis mattis egestas metus aenean fermentum donec ut,282ebfc0-100d-4ce8-8397-e4b2a0d7dcc7,3044102a-d5b3-49cb-b27c-f2ab83b3cc87,FALSE,Closed,2019-10-16T00:00:00.000Z,2019-10-10T00:00:00.000Z
f22e8e78-360b-481f-9089-eccf6712bc6b,Electrical,Loyalty Scheme,Low,Email,dui nec nisi volutpat,nec nisi volutpat eleifend donec ut dolor,b0bf21aa-b9d7-40e9-99ee-4efdf5a81489,277ffd42-09ac-4274-af9a-8961b0bacdae,FALSE,Closed,2020-05-01T00:00:00.000Z,2020-04-23T00:00:00.000Z
d503c5ad-678e-477e-bccd-885bc0bfebfb,Mechanical,Other,High,Social Media,amet justo morbi ut,hac habitasse platea dictumst etiam faucibus cursus urna,4150d757-f578-4f9b-aced-3959ed844fbe,e0f6e345-a589-4243-be24-d209f8e56386,FALSE,Closed,2020-03-03T00:00:00.000Z,2020-02-14T00:00:00.000Z
b5be1a8f-88fc-43b2-8b5e-6999f02ac266,Electrical,Billing,Low,ChatBot,in libero ut massa volutpat,nulla sed accumsan felis ut at dolor quis odio consequat,ad37a6f4-9c99-4f4d-ac71-8946d58edb96,6fbc32ed-231f-415e-8d0b-213b41003b5b,FALSE,Closed,2019-11-19T00:00:00.000Z,2019-11-10T00:00:00.000Z
99798dfb-777b-4f7e-a54d-081372440279,Other,Installation,Low,Social Media,montes nascetur ridiculus mus,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,6cf1551c-a66b-4376-b7f3-c89fedcdbbc6,491d0b02-2d20-422d-b50b-1c4c25b382ab,FALSE,Closed,2019-05-09T00:00:00.000Z,2019-04-23T00:00:00.000Z
8f460018-87f6-4891-8f5f-ab0d301bbe05,Electronic,Feedback,Low,Email,ornare imperdiet sapien,posuere cubilia curae nulla dapibus dolor vel,f4501e8c-d8ce-4378-aba1-b9e80a1f8799,85393b77-3a29-4976-862b-6d5ef9d04e1a,TRUE,Closed,2019-02-12T00:00:00.000Z,2019-01-06T00:00:00.000Z
1416d853-7f18-43a9-a9bc-083810a2ac7a,Electrical,Equipment Design,Low,Social Media,erat eros viverra eget congue,ligula suspendisse ornare consequat lectus in est risus auctor,453b9af7-ca9b-4758-b882-6e0c73f42f94,9f54cd36-7e90-45e6-a333-fe2d6be9576a,FALSE,Closed,2019-11-30T00:00:00.000Z,2019-11-25T00:00:00.000Z
5d5811c6-fa55-48a5-b746-8c14d18366e6,Electrical,Refund,Low,ChatBot,vestibulum ante ipsum primis,vitae mattis nibh ligula nec,0990099b-2ba0-4b5c-8db6-73ff98ce3a54,f37f0e9b-b004-4751-86dc-a1676be31a7f,FALSE,Closed,2019-11-03T00:00:00.000Z,2019-10-08T00:00:00.000Z
f5334349-276a-4bd9-8693-09cbd3ebffc2,Electrical,Billing,Low,ChatBot,donec pharetra magna vestibulum aliquet,mauris viverra diam vitae quam suspendisse,99f336ca-cb6a-49d7-b667-957ab31b118b,4eb00eb4-a115-46b8-b3a4-f5bb6e983e0a,FALSE,Closed,2020-05-01T00:00:00.000Z,2020-04-03T00:00:00.000Z
18296532-fd23-469c-8b25-f6e600508a1c,Mechanical,Loyalty Scheme,Low,LiveAgent,mauris non ligula pellentesque ultrices,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,f30bdf83-940a-465e-a821-74ad4d1926cd,fbf82826-f826-425b-a9c4-ab806aafefac,FALSE,Closed,2019-06-19T00:00:00.000Z,2019-06-10T00:00:00.000Z
ef191456-2f9d-4531-b809-188a7123ed4c,Mechanical,Loyalty Scheme,Medium,Email,quis tortor id,duis at velit eu est congue elementum in hac habitasse platea dictumst,52e50d13-ed52-4e1b-b4e3-86643e608b41,0cac1976-3f58-43b8-b66a-72685b4c9f7e,FALSE,Closed,2020-05-22T00:00:00.000Z,2020-04-29T00:00:00.000Z
e1e58c82-5964-4e77-b9ad-85b82fbfa265,Mechanical,Billing,Low,Email,curae nulla dapibus dolor,dictumst maecenas ut massa quis augue luctus,6ab95fa4-8c09-48a5-a3fd-a6da25bc832e,48b9278b-fa3e-4973-87b8-586b6a8a1f34,FALSE,Closed,2019-08-26T00:00:00.000Z,2019-08-23T00:00:00.000Z
5238781f-6935-436e-93ba-45f789449dc1,Other,Refund,Low,Social Media,nibh in hac habitasse,vel augue vestibulum ante ipsum primis in faucibus orci luctus et,a32ef888-faba-442f-acae-b6577ba245a2,ac695320-dd1a-4d4b-9855-7994a6df2cb7,FALSE,Closed,2019-06-13T00:00:00.000Z,2019-06-05T00:00:00.000Z
93228655-c22b-4d25-86a8-33d6ffb98411,Mechanical,Refund,Medium,Email,eget congue eget semper rutrum,risus praesent lectus vestibulum quam sapien,4646a4a1-7ec3-49c5-be72-b9221395edd0,7b800168-240c-47a4-8ba4-92410391dc98,TRUE,Closed,2020-03-15T00:00:00.000Z,2020-02-13T00:00:00.000Z
77400954-4c6e-4056-ac18-eb1f0c85f905,Electronic,Breakdown,Low,Social Media,vestibulum ac est,arcu libero rutrum ac lobortis vel dapibus at,4903ae4d-3755-4266-8f81-f90e91d4ab37,32a9c111-56a8-4800-85cd-2a3fa686e715,TRUE,Closed,2019-10-10T00:00:00.000Z,2019-09-19T00:00:00.000Z
d47fe4ec-8fc4-4125-81aa-de3826ce028c,Mechanical,Other,Low,Social Media,ac neque duis,est donec odio justo sollicitudin ut suscipit a feugiat et,67499c24-bf2b-48f0-b88e-805b64bd5eb8,18aa2c9a-7ed0-4876-b2bf-13b9258b6415,FALSE,Closed,2020-05-17T00:00:00.000Z,2020-04-18T00:00:00.000Z
812a06d0-35bf-43aa-a73f-a83c3b5160f4,Electrical,Loyalty Scheme,Low,Social Media,eu sapien cursus vestibulum proin,ultrices enim lorem ipsum dolor sit,f4501e8c-d8ce-4378-aba1-b9e80a1f8799,1588e4a8-2858-44e4-b285-049a456154db,FALSE,Closed,2019-03-18T00:00:00.000Z,2019-02-19T00:00:00.000Z
9200a204-f86f-4cef-8f89-38a4afec9438,Mechanical,Loyalty Scheme,Low,Web,dignissim vestibulum vestibulum ante ipsum,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,532c547f-e0cc-4d10-b35a-b1f2cbf872f6,1d5a9259-f70a-4fc3-9c63-1b81e6a36bf4,FALSE,Closed,2019-11-20T00:00:00.000Z,2019-10-16T00:00:00.000Z
39b372c5-b219-4fb5-94ca-a4d77e73a61f,Other,Return,Medium,Email,duis bibendum felis sed,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,0e146416-914b-4042-bbc9-e32cd4df3750,30e7e394-a5d9-4065-8651-70d4ad90abb8,FALSE,Closed,2019-01-15T00:00:00.000Z,2018-12-20T00:00:00.000Z
42333212-bcc9-4e83-96f9-71b10f395263,Electrical,Feedback,Medium,ChatBot,quisque arcu libero rutrum,in tempus sit amet sem fusce,2baed6b9-6696-4d5a-9cc7-d178cb6e7c24,c1b47a4a-8bb1-4f7f-83ad-383f0089b9f7,FALSE,Closed,2019-07-28T00:00:00.000Z,2019-07-04T00:00:00.000Z
f70b38d8-25b2-4a58-ac27-48150a1ebdfa,Electronic,Return,Medium,Email,arcu libero rutrum ac,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,6b153d99-79e2-4fe2-8964-bd03954b04a4,e453c13c-3e81-4daf-9335-2864c0cb57b3,FALSE,Closed,2019-09-30T00:00:00.000Z,2019-09-27T00:00:00.000Z
ab5db198-adf0-4427-8b32-01499bf852a5,Structural,Loyalty Scheme,Medium,Social Media,erat id mauris vulputate,nec condimentum neque sapien placerat,2c7fa6b6-2a16-4957-adb2-655838b0c6b8,a075845b-a3b8-440a-9795-1d18839f02bb,TRUE,Closed,2019-07-09T00:00:00.000Z,2019-06-08T00:00:00.000Z
a2873cb5-d073-4a16-b7ad-4f60c403cc44,Mechanical,Installation,Medium,LiveAgent,sagittis nam congue risus,ut odio cras mi pede malesuada in imperdiet et commodo vulputate,2c80d691-c018-4fbb-8a89-752b582ec5f9,262d2eb8-cf87-4f54-a5bb-44fd6803f2b8,FALSE,Closed,2019-12-07T00:00:00.000Z,2019-11-11T00:00:00.000Z
a1a0a664-4fa6-4c2b-a519-039318c01327,Electrical,Return,Low,Web,nisi at nibh,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam,60f69ddb-3cdc-421d-b98c-25cf9d6115e4,18870d79-f63d-4a60-8ad9-2b24c7a9ba38,FALSE,Closed,2020-04-23T00:00:00.000Z,2020-04-03T00:00:00.000Z
403711fe-9e69-45dd-879e-5994af29884b,Electronic,Installation,High,Web,nunc rhoncus dui vel,tincidunt in leo maecenas pulvinar lobortis est,fddb42fb-085a-40a7-aa8c-4a296f4a4830,d13dedd4-2338-4e40-bbe2-0327f58f335f,FALSE,Closed,2019-02-24T00:00:00.000Z,2019-02-18T00:00:00.000Z
c1d5b339-6a82-4916-812f-a7b126bd534d,Electronic,Return,Medium,LiveAgent,sed lacus morbi,morbi ut odio cras mi,092278b2-4ec3-4ed3-93af-db27e645ff01,44fc6e38-b246-46ea-ba7f-1cde89edbb12,FALSE,Closed,2020-01-19T00:00:00.000Z,2019-12-19T00:00:00.000Z
e7a449f4-e30c-4a56-a8a2-816cd1dc53a8,Electrical,Billing,Low,Web,nunc commodo placerat praesent,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,049e3b3d-6156-47a5-afca-94ff262455eb,d2a89783-1b94-4421-a577-62e9327464cf,TRUE,Closed,2019-11-19T00:00:00.000Z,2019-10-12T00:00:00.000Z
4c0739d0-1d0b-4190-a785-4986726e80c9,Mechanical,Billing,Low,LiveAgent,tincidunt eu felis fusce posuere,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,c90f3326-3158-43b3-97e2-022bdfdf2ec0,4bf08e13-95bf-4ca4-b8b0-8bcced9eb597,FALSE,Closed,2019-11-05T00:00:00.000Z,2019-10-24T00:00:00.000Z
d79ede66-8896-4a5a-9071-3b281984e19a,Electronic,Other,Low,Web,vestibulum rutrum rutrum neque aenean,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,f4b89bf2-705b-4bb1-bff6-88fbdc4ab007,8c48d6c2-a803-4317-b993-05751b2fc04c,TRUE,Closed,2019-03-15T00:00:00.000Z,2019-02-06T00:00:00.000Z
dad92f26-ee94-41a6-8351-d2bda6c69397,Mechanical,Performance,Medium,Email,nibh ligula nec,id ligula suspendisse ornare consequat lectus in est risus auctor sed,0f89f344-2ba7-4987-80df-1691017eb7e1,e5f6c862-fe00-419c-8690-45d03acaa4fc,FALSE,Closed,2020-03-16T00:00:00.000Z,2020-03-09T00:00:00.000Z
9482e609-b605-4563-b71f-b0cf0142d8da,Electrical,Feedback,Low,LiveAgent,vestibulum sagittis sapien cum sociis,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,edc19384-3164-487d-89f7-b45a41723136,ff30e78c-d4d1-4884-bd0c-b264ab61e357,TRUE,Closed,2020-01-11T00:00:00.000Z,2019-12-13T00:00:00.000Z
fb949eb9-ff9c-4b18-bf0d-f5ee14b0aa4a,Electrical,Loyalty Scheme,Low,Email,nibh quisque id,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,67499c24-bf2b-48f0-b88e-805b64bd5eb8,6e00bc93-3fcb-4f2f-a9e2-bf7b95fe79f2,FALSE,Closed,2019-06-28T00:00:00.000Z,2019-06-17T00:00:00.000Z
3c75c3eb-ca98-4371-b571-08059ae6de38,Electrical,Return,Medium,Email,massa id lobortis convallis,penatibus et magnis dis parturient montes nascetur ridiculus mus,51dc764c-9461-4adc-beda-0fbd8bdc8c22,bc579ca4-2948-4721-99c9-c86e3b6fd759,FALSE,Closed,2020-06-13T00:00:00.000Z,2020-05-27T00:00:00.000Z
ebdfe5c6-0580-4850-a4b1-3b620abbd71c,Electronic,Address Change,Low,ChatBot,duis consequat dui nec,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,8e20c32b-e8f2-454a-ba1a-867b741ecb8f,c49a4046-680e-4b35-abbc-842e6f1de72b,FALSE,Closed,2019-06-16T00:00:00.000Z,2019-05-30T00:00:00.000Z
cbf10d6f-b821-4de2-bcde-64e5449e5b3e,Structural,Feedback,Low,Email,faucibus orci luctus et ultrices,ultrices vel augue vestibulum ante ipsum primis in faucibus,d6192fe0-7d4b-4834-9464-4321c79ca51d,82f446b0-e90e-4dd2-8a13-03f07f29a9b7,FALSE,Closed,2019-07-17T00:00:00.000Z,2019-06-14T00:00:00.000Z
855a12ad-24b9-4f68-b7e6-382ae3b2e8da,Electronic,Other,Low,Phone,semper porta volutpat quam,pharetra magna vestibulum aliquet ultrices erat,7f22a726-6e72-4bdb-8681-288849222f41,ecc861ee-f414-4664-a56e-026a0bd51948,FALSE,Closed,2019-10-24T00:00:00.000Z,2019-10-02T00:00:00.000Z
1a424935-fad8-403e-9509-d853281af973,Structural,Equipment Design,Medium,ChatBot,posuere cubilia curae,elit ac nulla sed vel enim sit amet nunc viverra,47f24ace-b8ad-4b9e-b81c-ec8db8479676,69349693-9b0d-4dd7-8340-78b601543a54,FALSE,Closed,2020-04-19T00:00:00.000Z,2020-04-08T00:00:00.000Z
d0f79f2c-3b14-44c2-8612-df6601ac5248,Electrical,Billing,Low,Email,faucibus accumsan odio,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,d9ca6a19-0198-4061-a856-b5db22cf7b65,af5fc807-8a82-4995-ad57-283512712391,FALSE,Closed,2019-07-04T00:00:00.000Z,2019-06-19T00:00:00.000Z
9d8ffe47-cbff-4a50-902f-8403d216fc44,Mechanical,Other,Medium,Phone,adipiscing lorem vitae mattis,dictumst morbi vestibulum velit id pretium iaculis diam,ff50195a-97a2-48fe-8b9c-59750db20e10,14c7fed1-c207-451e-b4af-e0d8190ff393,FALSE,Closed,2019-08-18T00:00:00.000Z,2019-07-29T00:00:00.000Z
11b56383-0f7a-4b34-a708-922056a3f9b2,Mechanical,Installation,Low,LiveAgent,ac neque duis bibendum morbi,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,a81c0776-2729-4874-a8de-1fb32a56694c,e37d4bd3-88e6-49c8-a178-f8b77970887b,FALSE,Closed,2019-05-23T00:00:00.000Z,2019-04-27T00:00:00.000Z
82813ab6-bdbe-45bc-8ff6-6f2dc519a07b,Electronic,Installation,Low,LiveAgent,eu est congue elementum,amet erat nulla tempus vivamus in felis eu sapien cursus,aa6ecaf1-e897-4812-bf88-98c2752d9da0,a5d41744-4b13-4a32-ae82-eb951d0fce48,TRUE,Closed,2020-03-16T00:00:00.000Z,2020-02-14T00:00:00.000Z
