Product_Family__c,Product_Sub_Family__c,External_ID__c,Name,Account.External_ID__c,Device_Status__c,PurchaseDate
Power Tools,Saws,49ef85c1-51a4-4ab1-9f5c-45802e4b41c7,Power Tools - Saws - 1996,67499c24-bf2b-48f0-b88e-805b64bd5eb8,Offline,2018-10-14
Power Tools,Cordless,c83250fa-11e1-4a81-8f05-910b27fe5425,Power Tools - Cordless - 4328,7071a5bb-3c8f-4161-a34f-3214d1619e1c,Standby,2020-05-11
Electronics,Surveillance,bc62921b-d9f5-4666-9e4f-f5ccbb6cdbde,Electronics - Surveillance - 17794,d7f3a381-0218-4a9d-8b18-78c9f5e79654,Standby,2018-01-06
Power Tools,Cordless,a21b01f3-d209-482f-85b6-abf68ca9f691,Power Tools - Cordless - 8804,4f83200c-4ad2-4acd-b375-c2b8c42c31e5,Standby,2019-07-20
Electronics,Surveillance,75622e7e-bb4c-4a70-ae18-85827187e0c8,Electronics - Surveillance - 19760,6e134cf1-51af-45ef-821b-8410f1a7fbbe,Off,2019-03-07
Electronics,Surveillance,6e3c553b-b818-46ec-8bb1-4e0942b3c470,Electronics - Surveillance - 3273,95b3166b-411e-4123-9080-1ba0f51d67eb,Off,2020-05-19
Electronics,Surveillance,0e89d413-b0ac-481f-957c-7688b0e1a8cd,Electronics - Surveillance - 4340,6b4020c0-40da-4049-90fd-e100ea4fc7dc,Online,2018-04-30
Electronics,All-in-One,8fa66b91-cc63-45f9-8296-d33d514e7a2a,Electronics - All-in-One - 6800,740db777-eaae-4ce8-acbb-d5fb32422c41,Paused,2018-01-13
Electronics,Surveillance,0c808547-f518-47a8-9c8f-d4a2f4527da8,Electronics - Surveillance - 5376,28d5133d-439d-4d24-b09d-819073dd3842,Standby,2019-02-21
Power Tools,Drills,21eddadf-548a-4b78-9dca-9ed96ee70a82,Power Tools - Drills - 22606,9b3014a7-eb52-4691-9099-ffbefc394c8a,Off,2019-02-18
Power Tools,Drills,34cabc6e-7246-48b4-937a-2922771eba1d,Power Tools - Drills - 4693,d6ff9f45-a0d5-4acc-8b55-573151df8bdc,Off,2018-03-09
Power Tools,Cordless,1ba6e316-5fa4-413d-b627-822dfe81a477,Power Tools - Cordless - 7111,e7df8b60-0ae1-4126-957c-09fa3ba8280c,Off,2019-09-24
Power Tools,Cordless,e9319671-f2da-436e-a0d6-d56b0ff285b6,Power Tools - Cordless - 14810,f4501e8c-d8ce-4378-aba1-b9e80a1f8799,Online,2019-08-10
Electronics,Speakers,979f05e9-6735-4318-99b4-616ef0a7e93d,Electronics - Speakers - 3144,45f0b6a5-22a6-4adc-aaf5-f42a64fe89ae,Standby,2018-08-14
Electronics,Speakers,56d0ad8f-7135-4639-9b1f-2875ed229c16,Electronics - Speakers - 21924,2686bae1-5b75-484f-b449-6aa182079163,Online,2019-03-18
Electronics,Speakers,0867fb46-9f06-40b8-8aed-83df3c6e21ab,Electronics - Speakers - 5982,6a796ec7-1fb7-4e4e-986d-9d8078392a56,Off,2018-09-09
Power Tools,Cordless,a67ec9dd-82d9-4fac-bcf7-7db452500edf,Power Tools - Cordless - 20316,725cd45f-ddd3-47d0-8243-8301675408b6,Standby,2019-07-23
Power Tools,Cordless,01be4f8f-7c3b-4d0e-9f2a-23eb28e15b6e,Power Tools - Cordless - 11756,b6edb1e4-1a7f-4fe7-8f51-010489b6b5bc,Standby,2020-01-25
Electronics,Surveillance,4c3a1322-7f13-4e17-a1cc-7da520e6fb82,Electronics - Surveillance - 3275,bbaaedd0-ff3b-4fb4-97cb-2cf83337f9a1,Off,2020-01-18
Electronics,Speakers,a311fe62-77f5-4ba6-aa78-a8d4b7800c59,Electronics - Speakers - 11833,8d463cd5-e284-488a-8f45-e329301c10ec,Off,2019-09-04
Power Tools,Cordless,0c9a1ae1-a197-4b01-89b2-f9ccbca46f58,Power Tools - Cordless - 18984,a4702dce-d606-4ae2-9903-5dd7be5045e2,Off,2018-09-06
Power Tools,Accessories,63884c99-7e67-42c5-b7e6-dee7c85ca599,Power Tools - Accessories - 7004,d912a002-2cec-40d7-8c9c-b1bf4315effc,Off,2018-04-20
Electronics,Other Hardware,19577809-5ab4-4b4f-af25-ab53513dcb21,Electronics - Other Hardware - 23753,0b85b453-809f-41e0-ad61-fa8a506e5b57,Off,2019-05-05
Power Tools,Cordless,35867e01-8c80-470f-afa1-22353a5db304,Power Tools - Cordless - 21373,049e3b3d-6156-47a5-afca-94ff262455eb,Online,2019-04-23
Electronics,Speakers,72cd9b68-ebc8-4bf9-a80f-bc3a5f0ae16f,Electronics - Speakers - 24987,4150d757-f578-4f9b-aced-3959ed844fbe,Offline,2018-08-25
Electronics,Speakers,b103556b-b88f-4f4d-bf3a-901fd01e703c,Electronics - Speakers - 11386,6e134cf1-51af-45ef-821b-8410f1a7fbbe,Paused,2019-05-07
Electronics,Other Hardware,7284f57b-68fb-4ea8-8b7e-9f1835270d49,Electronics - Other Hardware - 4799,4a6ca6e0-89cb-4559-9f31-58df2df2756c,Off,2020-05-27
Electronics,Speakers,d14c2352-f7d1-4ffb-8ef5-0e16f086eacd,Electronics - Speakers - 9235,69e16212-86c2-4fd0-acda-367142e7afdc,Online,2018-12-18
Electronics,Surveillance,90668263-e405-4614-895d-6cbc28eb5a40,Electronics - Surveillance - 23336,4312c6f1-3d07-447a-8f2e-48900cd07088,Standby,2018-04-27
Electronics,Other Hardware,bb47e8e2-c4db-4df6-99fc-80992701d819,Electronics - Other Hardware - 10505,0522477b-00ba-4367-a6f9-12c1dc3967ce,Off,2020-03-17
Electronics,Other Hardware,ff0d7b1d-a820-46ba-993b-1b24e9cd7a07,Electronics - Other Hardware - 3675,9e73a45b-0576-4ffe-87d9-7d967a30846c,Off,2018-03-04
Power Tools,Saws,23fd7630-17e1-4196-8c45-3bc4e4ccb4c9,Power Tools - Saws - 7187,8436b0e9-f903-47d1-bd96-c655a0a4d3f1,Online,2019-01-21
Electronics,Speakers,2b8cbe02-9d3d-4367-9389-3e0ad677b603,Electronics - Speakers - 106,ad37a6f4-9c99-4f4d-ac71-8946d58edb96,Offline,2018-11-04
Electronics,Speakers,af517e19-6761-49bc-8b21-e8da69708044,Electronics - Speakers - 17448,f100fad3-30ff-4d7c-ba5d-fb8c5477862d,Paused,2019-09-03
Power Tools,Cordless,52a823a6-4548-4ab2-9856-9fac4a2dd534,Power Tools - Cordless - 6483,9e9b56e7-ff0d-448a-bad2-b81853b2c5f4,Standby,2018-06-26
Power Tools,Drills,02d5b320-eb99-470e-b9bf-9c216ac99aa0,Power Tools - Drills - 11445,9eab396f-d2a7-4634-8f58-c1ebbc88d07f,Off,2018-06-02
Power Tools,Accessories,b8d8c3b2-f5ea-4c8b-b24a-2cae47293c3f,Power Tools - Accessories - 186,9998daac-380d-481c-9151-5adde9962101,Off,2018-04-01
Electronics,Surveillance,be3c5738-1987-42ae-b96c-175814d97019,Electronics - Surveillance - 552,76cc9b5d-1c9e-4c6c-b3f5-14b568ae92e7,Online,2019-03-03
Electronics,Surveillance,8e4c6e05-42ce-4e12-852a-514894432de9,Electronics - Surveillance - 8408,dd3ba5cc-90b1-4fd9-b4c6-a8abe41e1b6b,Off,2019-11-19
Electronics,Surveillance,772fe8cf-2575-44b6-9a5b-54149fc9c918,Electronics - Surveillance - 6819,9b0a1c44-3ea4-42d7-b14b-b13ae1c24398,Standby,2019-09-15
Electronics,Speakers,dbff2fc4-66a7-4c38-8994-bf15d1069f5a,Electronics - Speakers - 4092,62cba742-288b-4282-8b49-399e0789058a,Standby,2018-01-20
Electronics,Speakers,b21fb453-623e-4c76-a13d-e0be6935993f,Electronics - Speakers - 13369,edfacd38-794f-4659-8be3-563170d7aa2a,Off,2019-10-07
Electronics,Surveillance,4986a5d9-6fd5-4848-af81-f377a61154c7,Electronics - Surveillance - 15889,3b604bf5-8d82-4b20-9d7b-09b5be73f046,Online,2019-09-06
Electronics,Surveillance,fcb67409-1c96-4ed0-884f-2bcc60aebb7a,Electronics - Surveillance - 12692,2baed6b9-6696-4d5a-9cc7-d178cb6e7c24,Off,2020-02-05
Electronics,Surveillance,f5d78be9-c3cf-4f77-b160-7bd45c8488b3,Electronics - Surveillance - 15331,03edddca-9b63-4dbf-9034-7b5448eee13a,Offline,2018-12-13
Electronics,Speakers,677b555e-b6dc-4f00-8729-40f2694c66ea,Electronics - Speakers - 1339,61749e18-761c-4874-9137-a094b29601b1,Off,2019-10-26
Power Tools,Cordless,d1777ccc-6ab4-48d5-b7c6-af4cea249f1e,Power Tools - Cordless - 20867,9d6dff71-178a-41ee-92df-75ab1a2973c8,Off,2018-04-08
Electronics,All-in-One,fb81b654-f349-4940-905e-49a19bec20fa,Electronics - All-in-One - 20329,5e7cb674-cb13-4871-bae1-9357ffda8cbd,Off,2018-05-26
Electronics,Surveillance,12ed2568-15be-4073-9ad6-83fb5465256f,Electronics - Surveillance - 6767,e067de1b-c1f6-488f-af79-6e6323b82dab,Offline,2018-04-18
Electronics,Speakers,5cc42503-9594-40aa-917a-69296fdb221b,Electronics - Speakers - 11321,0f907c71-0c50-4826-b217-4073ad1e84da,Off,2019-06-05
Power Tools,Cordless,61f2a2a5-88cf-4c8a-9dbc-e515a8af0c24,Power Tools - Cordless - 13369,825123dd-1377-4798-a5ae-ebc53f0a95f5,Offline,2019-08-27
Electronics,Speakers,8b439a2f-1888-4827-95b3-b3cdd5404084,Electronics - Speakers - 15544,73a6e1c4-0116-465e-9b13-626ae2e7a8dd,Off,2020-04-17
Power Tools,Drills,5443849f-b979-4138-aea6-3e2e31e2c0bd,Power Tools - Drills - 2112,6f89d9e6-6294-47b0-aef0-574c5072f06c,Online,2020-04-19
Power Tools,Cordless,18aa2c9a-7ed0-4876-b2bf-13b9258b6415,Power Tools - Cordless - 13706,8d463cd5-e284-488a-8f45-e329301c10ec,Paused,2020-06-13
Electronics,Safety,6dcbe8e5-554d-4125-8640-1ba99e3e3e8f,Electronics - Safety - 23841,bac601aa-9668-4d48-aac2-a46095cb6909,Paused,2019-07-17
Electronics,Speakers,f255adf6-c5e5-42ff-a8a4-c444c49125c8,Electronics - Speakers - 8442,11058746-3aee-46ad-acde-5ada93554cfa,Off,2019-07-08
Electronics,All-in-One,fa25c4bb-4ffc-4d6f-b842-a6b76fdc17cf,Electronics - All-in-One - 22183,3d35a533-47c9-4c07-a5ba-8858bec4651f,Off,2019-06-29
Electronics,Speakers,71a3f39a-cf3b-49a0-97ed-08253f860ee0,Electronics - Speakers - 19396,4c195b32-6982-4c43-933e-18ef3ddbdf78,Standby,2018-11-20
Power Tools,Cordless,d86b77b7-669b-4a0b-abbe-89f5acee91ad,Power Tools - Cordless - 9670,f7302775-22e9-467c-b9b2-2629c77529ba,Online,2020-02-06
Electronics,Surveillance,a04a5407-52d3-4431-9a7f-063442b7f40e,Electronics - Surveillance - 787,0baff9c3-f2c6-4329-bdfb-bda29200eca2,Off,2018-05-15
Power Tools,Cordless,82596697-b4e6-449b-82ba-504c72925e80,Power Tools - Cordless - 10523,e288bada-7f09-41ab-98b5-52248c244aa9,Standby,2019-10-26
Electronics,Speakers,6977efc8-5dbc-4192-9d99-dec4c8507505,Electronics - Speakers - 19164,dd1483da-d7b6-47a7-97c1-9abfbd1cd1c7,Off,2018-08-27
Electronics,Surveillance,f7c48e54-cc87-4513-ba1f-7520665bc22a,Electronics - Surveillance - 9004,2dd670ab-afc4-4403-941a-ab3eb8357f05,Paused,2018-10-18
Electronics,All-in-One,6650293b-f072-4243-bca7-03a24618abb7,Electronics - All-in-One - 23089,bf383808-c4c3-403d-b34f-921d6806cdc9,Offline,2018-02-02
Electronics,All-in-One,1cd5ec52-9447-447d-8929-f2ad567e19c4,Electronics - All-in-One - 3905,6b4020c0-40da-4049-90fd-e100ea4fc7dc,Off,2018-11-11
Power Tools,Cordless,4ced0f52-28be-4723-a31a-d8ec9502c694,Power Tools - Cordless - 15259,5c512423-dd2c-4b44-b26f-30a527656890,Offline,2020-06-23
Electronics,Safety,b94e3076-28d5-4c05-beab-102c9cbd2a0e,Electronics - Safety - 10119,658d0e02-c243-4134-8020-3683b4345c4f,Offline,2020-05-07
Electronics,All-in-One,2b1952a0-a5fa-48ae-8cbd-8ba957a01517,Electronics - All-in-One - 1738,5b554437-0ecd-4388-98e7-a7c690fd9aac,Offline,2019-01-06
Electronics,Speakers,2f4bf0e1-0758-4d5d-9594-79a2a5422d17,Electronics - Speakers - 11616,da58761c-277c-4215-aa32-77557577ea8f,Online,2020-05-31
Electronics,Speakers,bfff2a1a-6e5f-4002-ab8e-fd7f4f7972b1,Electronics - Speakers - 19429,cdb8a49c-6120-48f5-8ece-f0c5eb2b8785,Standby,2020-04-21
Power Tools,Cordless,e84ca1dd-c5cc-445e-ade8-1f5aa70d15b0,Power Tools - Cordless - 18931,add519ff-35ca-4e82-9548-ce7b1489ab95,Off,2020-03-04
Electronics,All-in-One,57386635-9194-4c6e-8f67-d29a00239428,Electronics - All-in-One - 17211,7c9401e5-865c-4ace-b999-54d7b505bbba,Paused,2019-12-09
Power Tools,Accessories,9a3c67bb-8cc7-4172-93da-cce024a103df,Power Tools - Accessories - 19315,da58761c-277c-4215-aa32-77557577ea8f,Off,2019-10-21
Electronics,Other Hardware,fa27a447-cccb-4501-bc3f-3b3e0ba62c80,Electronics - Other Hardware - 6168,8aa979e6-ea4a-44d6-af31-27a43b4a9c83,Standby,2018-11-29
Power Tools,Cordless,6dff05ad-e8e1-4b30-8430-5c11f47b9aef,Power Tools - Cordless - 21081,77ee49c5-b04f-4d55-8bdc-5ab1380d5723,Standby,2018-03-18
Electronics,Safety,57066f04-1bcb-4757-9151-d47e527e794b,Electronics - Safety - 13840,d7f3a381-0218-4a9d-8b18-78c9f5e79654,Offline,2018-03-02
Electronics,All-in-One,ae253ad1-485a-41c9-a834-7cc21b326780,Electronics - All-in-One - 1015,d6192fe0-7d4b-4834-9464-4321c79ca51d,Off,2018-11-23
Electronics,Other Hardware,0201e26f-2fcd-41b4-a4b1-fcbc263b0a4b,Electronics - Other Hardware - 12177,590606b0-e5f7-4e11-975e-5274b6bc2e31,Offline,2018-08-07
Power Tools,Cordless,4cc1072c-808a-48c1-8d7c-98ab9f1d9212,Power Tools - Cordless - 13000,fbd38dbc-3495-435f-9dc1-f5c52cdcac63,Paused,2020-01-29
Power Tools,Cordless,5545338d-adb0-483a-b214-ed6bb59696cf,Power Tools - Cordless - 12633,ea352ff5-9c03-43a4-9857-ead9dfd781a7,Standby,2018-08-16
Electronics,Speakers,3d29aede-80f2-485b-ab17-9160b399e2df,Electronics - Speakers - 16860,e1a8279b-64bc-4133-9a01-f7e92211ab7e,Off,2019-02-13
Electronics,Speakers,c7bc042c-1058-4a3d-a2ed-6ef6ccc89664,Electronics - Speakers - 22841,d912a002-2cec-40d7-8c9c-b1bf4315effc,Online,2020-06-06
Power Tools,Accessories,4b4da550-cc74-4d24-ae2f-a6a315b03e88,Power Tools - Accessories - 15275,550bff85-3458-410f-8e62-edea6974ab0d,Standby,2020-05-02
Power Tools,Accessories,a40da7a0-a309-491b-bec4-367e76198e9a,Power Tools - Accessories - 20600,6ab95fa4-8c09-48a5-a3fd-a6da25bc832e,Off,2019-06-07
Power Tools,Accessories,87338356-3e88-4996-a9c2-587d862c8d05,Power Tools - Accessories - 7764,7c9401e5-865c-4ace-b999-54d7b505bbba,Off,2019-02-26
Power Tools,Cordless,80276b92-16fc-4c31-a304-d165db5f01d2,Power Tools - Cordless - 23607,cb5c557e-4269-468b-98fc-8e657c010426,Online,2019-11-08
Power Tools,Cordless,6a2b5362-e222-4f16-83c8-28ec7dbbd7d1,Power Tools - Cordless - 17271,4eb7392d-5f2d-48b9-b4dd-b3fa840b96df,Off,2020-03-21
Electronics,All-in-One,32dbd64d-5ecb-4c57-9c3e-186803979a7e,Electronics - All-in-One - 22312,473f1937-cc7c-46f8-8582-f1d17767a50f,Off,2018-11-10
Power Tools,Cordless,692663d1-eb88-4d25-a45d-dfea08512e7a,Power Tools - Cordless - 8206,ebe7a36e-ff51-4331-9305-84faf4c2f7d3,Offline,2019-04-07
Electronics,Surveillance,2c070c31-1e46-40ce-9cd3-9ef04833048e,Electronics - Surveillance - 21009,6e6edfb9-9756-433b-b5d3-dac2a2c723ca,Online,2018-06-02
Electronics,Speakers,ffde9a21-f9e4-48c2-b028-1d8fcbcb1c8c,Electronics - Speakers - 20565,cfc9247b-41d3-40f1-8287-50bcfa9f674f,Off,2018-05-14
Electronics,Surveillance,ae175178-a5cb-4396-9e0a-3d0850addab5,Electronics - Surveillance - 15259,8d463cd5-e284-488a-8f45-e329301c10ec,Off,2019-07-18
Electronics,Safety,7c963c3d-c660-4ca3-a132-92b3d1a74027,Electronics - Safety - 17144,fb643291-ec62-4928-b1fd-214b5907fda9,Online,2019-03-16
Electronics,Safety,952bab55-5173-464d-b57e-440d52112707,Electronics - Safety - 2334,b431fca7-577a-43d3-9a5c-faf36b740de8,Off,2018-06-15
Electronics,Surveillance,88a9023f-2b63-44e4-a427-d8bd29593196,Electronics - Surveillance - 1514,7eb730f7-8762-4038-9580-8f5902a302e7,Paused,2018-03-19
Power Tools,Accessories,806dfa70-9e07-42be-85c6-8ee9c6034604,Power Tools - Accessories - 805,acdfc00a-d4e8-408d-a836-e824dde0a703,Standby,2018-08-23
Electronics,All-in-One,d0c27067-470e-49a4-b915-add7a2a98de0,Electronics - All-in-One - 1513,d6192fe0-7d4b-4834-9464-4321c79ca51d,Off,2019-04-26
Electronics,Surveillance,9258c288-6bd2-46fc-a1e6-2e92dd39b9d7,Electronics - Surveillance - 16522,96cff5c6-04d8-480b-b017-de863d42cb8e,Paused,2020-06-20
Power Tools,Accessories,b6aaed1b-9d04-438b-a4c0-edc61f6d1f6c,Power Tools - Accessories - 23745,ac64b7b4-39c8-4526-9182-6a8e15c43aa0,Off,2019-08-12
Power Tools,Cordless,2a14e105-d2ee-4dc6-a046-a85ddc2ca30f,Power Tools - Cordless - 10624,d7f3a381-0218-4a9d-8b18-78c9f5e79654,Offline,2018-12-19
Electronics,Speakers,5780399c-7c48-4fab-98a1-3da9f9615693,Electronics - Speakers - 13839,4a6ca6e0-89cb-4559-9f31-58df2df2756c,Off,2019-08-28
Electronics,Surveillance,7cea6672-d679-4121-8328-d01780b5168e,Electronics - Surveillance - 4273,e66c5256-c340-4a7c-9deb-5353212221eb,Off,2018-08-05
Electronics,Surveillance,6c9b07a6-edfb-498d-81f4-fd6ebc6f0372,Electronics - Surveillance - 17195,9d865b67-513c-4e47-9ae0-49ea1fc912cf,Off,2018-09-07
Electronics,Surveillance,3660d933-302a-45c3-9a24-86a0104cb839,Electronics - Surveillance - 13077,6f8a583e-d5a2-4eb1-83ff-14322c62b989,Paused,2018-02-27
Electronics,Surveillance,47a9bd2b-0d8c-42f4-ad62-e8d2ad4b8269,Electronics - Surveillance - 20005,c8869788-bdec-48e4-acf6-73ddddd1ff80,Offline,2020-02-02
Electronics,Other Hardware,8edc9790-de74-426e-98e9-a8fe5e2dc2f3,Electronics - Other Hardware - 15873,7f924e8a-5f8e-44b6-a151-23ad7ab76fe9,Offline,2020-05-14
Electronics,Speakers,38855d88-eefa-4c73-939d-b6758e9f52b8,Electronics - Speakers - 6400,b54d00c3-f689-4cc1-ae9c-b3863989fe2e,Offline,2020-03-18
Power Tools,Cordless,debd7f87-7bb3-4997-bdf5-96a35bdba46c,Power Tools - Cordless - 20781,5b02254d-100b-4ef4-bff5-94a2e99e8453,Paused,2020-02-07
Power Tools,Drills,20f2d046-b7f0-400e-a49e-9ee4b660c53a,Power Tools - Drills - 15133,67499c24-bf2b-48f0-b88e-805b64bd5eb8,Standby,2018-02-20
Power Tools,Cordless,79d0c666-2503-436b-9cae-03edd8ef96c5,Power Tools - Cordless - 4163,550bff85-3458-410f-8e62-edea6974ab0d,Online,2019-04-14
Electronics,Surveillance,536e7543-4a54-4276-b06d-ca4174b3f804,Electronics - Surveillance - 2967,99a04b87-750b-4abd-83b2-70eaeaa00e80,Offline,2019-03-19
Electronics,Speakers,1a8351be-3c69-45bc-9359-f13a5439a461,Electronics - Speakers - 6464,3871d52d-3e9b-4fce-bd28-1f4afa156039,Paused,2019-04-04
Electronics,Speakers,ea704023-1f57-48f5-8c32-07ae42a52fd1,Electronics - Speakers - 20038,8e20c32b-e8f2-454a-ba1a-867b741ecb8f,Paused,2019-04-01
Power Tools,Accessories,e0b4fb05-ccbd-4885-be1f-078b164b8ea2,Power Tools - Accessories - 20127,bc8cb5e6-1e25-4691-ae94-88ba9ee11365,Off,2018-09-03
Power Tools,Cordless,58119416-a991-4032-9563-2ec694452343,Power Tools - Cordless - 16637,ff9acf27-5a59-48c8-aa2e-6e5aec481242,Standby,2018-03-31
Electronics,All-in-One,49f2c020-0452-4ee2-865d-3434810f85de,Electronics - All-in-One - 20928,9093441b-ddc6-4ebe-bd48-2ea4fee08f8b,Offline,2018-10-26
Electronics,Speakers,93ac7d60-2f24-4481-98cc-7a2f1a780248,Electronics - Speakers - 20695,cb5c557e-4269-468b-98fc-8e657c010426,Offline,2020-02-24
Electronics,All-in-One,dd9be491-32a0-46f1-926a-9fce17f58ac5,Electronics - All-in-One - 11708,952f5af7-43ae-437c-8693-59dbb91150aa,Paused,2018-05-19
Electronics,Surveillance,bc35cfdc-6e23-4baf-a44c-098e7d625e4e,Electronics - Surveillance - 9216,d9ca6a19-0198-4061-a856-b5db22cf7b65,Off,2019-05-14
Electronics,All-in-One,409d7496-97bc-41b2-980f-9347a18848ad,Electronics - All-in-One - 23628,e2360384-5d65-4b44-8fc5-e187ce612bf5,Off,2018-12-31
Electronics,Surveillance,83c756c1-a320-495c-a6d0-0c0b65891066,Electronics - Surveillance - 2728,d7f3a381-0218-4a9d-8b18-78c9f5e79654,Off,2019-08-22
Electronics,Safety,99235bb8-48f8-4c27-ae1e-ebda05821451,Electronics - Safety - 16892,d2182a3f-2730-4d63-9d94-c41a9fe704c8,Standby,2018-11-24
Electronics,All-in-One,65971312-2181-44cf-9eab-364bbd5621aa,Electronics - All-in-One - 22017,ae1b3efb-2aea-46ec-9799-c84aae406961,Off,2019-11-06
Power Tools,Saws,62b4b11e-1a03-46b2-8d75-248a0a900942,Power Tools - Saws - 9224,b4679181-2a8b-4791-a779-20e9bbddba72,Off,2019-01-19
Power Tools,Accessories,a81448bd-72b9-45d9-962f-68c18e3773c9,Power Tools - Accessories - 3257,b4679181-2a8b-4791-a779-20e9bbddba72,Online,2019-06-02
Electronics,All-in-One,1c6377b6-e327-43e0-b720-93ec7144486a,Electronics - All-in-One - 18853,6e412c41-1036-4959-9be8-f35e2f66efdf,Off,2019-02-04
Electronics,Surveillance,8aff5e88-cd38-4c96-88d3-4b702f94563d,Electronics - Surveillance - 7324,a5232e12-e110-40be-a020-0f161b6aec36,Off,2019-03-09
Electronics,Speakers,cd904ff2-cbf5-47cf-996e-1999a69fb8fe,Electronics - Speakers - 16436,4aec2aae-f5d1-4065-b220-77bf753c27c9,Offline,2020-01-16
Electronics,All-in-One,34025841-7870-4e9a-a372-cec6cc2d559b,Electronics - All-in-One - 24127,80e0696a-dff4-451f-8d2c-019598438011,Off,2018-03-29
Electronics,Surveillance,4e99de99-d6cd-4f7c-a32e-309e08b0bbf8,Electronics - Surveillance - 6418,b2651d8d-ec01-4684-a18e-61a8c21af881,Off,2018-02-09
Power Tools,Accessories,c43c397c-85d9-4c19-8ef3-6cefa54a2747,Power Tools - Accessories - 6703,c325aeac-b0c9-4344-82bb-e4cf09e126ba,Standby,2019-05-07
Electronics,Surveillance,9d16d189-fb2a-4f7a-8ac1-0a35c3324e9b,Electronics - Surveillance - 491,73ac59a5-4550-4817-b42b-485deb9848e4,Offline,2018-10-22
Electronics,Safety,de3886e9-381a-4a26-9f02-708139831fbe,Electronics - Safety - 8709,f4501e8c-d8ce-4378-aba1-b9e80a1f8799,Offline,2020-06-04
Electronics,Speakers,1f95fd0b-8cab-438a-99e9-6c6c373d8e9b,Electronics - Speakers - 23855,dc21140c-fdd2-4307-98b4-fe979fd672d5,Offline,2020-04-15
Electronics,Other Hardware,ebb9f29a-921b-44a0-b47d-3b7ecd59d8c9,Electronics - Other Hardware - 1712,8327a0a1-38fa-45d0-8dfd-a39d1f149fcd,Off,2020-05-23
Power Tools,Saws,93f4d386-5ca6-440d-aa99-a356b433254c,Power Tools - Saws - 9252,0f89f344-2ba7-4987-80df-1691017eb7e1,Off,2019-04-01
Electronics,Safety,6891e663-fb5d-47a3-baf3-4d0e895e1648,Electronics - Safety - 14191,1e87020a-8f02-46d8-aacb-04bdd9d94bfe,Off,2018-10-14
Electronics,Surveillance,e11b397d-e34b-43a2-805b-d6bbd4cf924b,Electronics - Surveillance - 9872,567dc932-1fa2-4aad-8b6f-4847a74a88bb,Off,2019-06-11
Power Tools,Drills,94146a45-a75d-45ad-98e8-ff6686cab6db,Power Tools - Drills - 8348,259b7b41-0460-45f9-a207-7220ef115677,Paused,2020-04-25
Electronics,All-in-One,322edbc0-a7d4-45a8-8938-cc7939d14ed6,Electronics - All-in-One - 3991,ddf6a514-91a8-4138-9d02-0264d13b161d,Standby,2019-03-12
Power Tools,Cordless,04bf4531-fbcc-419a-ada5-cb1967458bc2,Power Tools - Cordless - 310,5a007ece-5479-457c-bb1d-53c1696cbde6,Offline,2018-10-03
Electronics,Surveillance,73c8a8f6-edc5-48a8-8b69-0fb7a0cb4d22,Electronics - Surveillance - 11323,d18051ae-d029-4ff9-a227-86d059653c72,Off,2018-01-06
Electronics,Speakers,a3d77719-ad70-45b1-bf0f-394092b7510a,Electronics - Speakers - 7683,5e7cb674-cb13-4871-bae1-9357ffda8cbd,Standby,2018-09-18
Electronics,Surveillance,2b70a2d2-c88a-4b27-a110-ca23438c2d14,Electronics - Surveillance - 12411,cfe3aa22-a906-42dc-abf3-5725e506f670,Off,2018-03-15
Electronics,All-in-One,0ac7b18c-4be0-4b0f-8067-13029f9daf37,Electronics - All-in-One - 20975,658d0e02-c243-4134-8020-3683b4345c4f,Off,2019-08-17
Electronics,All-in-One,a56af3d0-9d0f-498d-8d34-0cb451b8be4a,Electronics - All-in-One - 12061,45f0b6a5-22a6-4adc-aaf5-f42a64fe89ae,Offline,2018-05-15
Electronics,Safety,3046adc7-032d-4469-8e2b-495e4033e025,Electronics - Safety - 16796,b569417d-4cbc-4ed2-bf73-d3952d043aa2,Offline,2019-03-01
Power Tools,Saws,b739de33-d40d-4023-aecc-d2eed4f63556,Power Tools - Saws - 2238,5e7cb674-cb13-4871-bae1-9357ffda8cbd,Off,2019-06-22
Power Tools,Cordless,c38c3144-1dd5-4649-8fbf-d8cff5aed94a,Power Tools - Cordless - 13803,d6192fe0-7d4b-4834-9464-4321c79ca51d,Standby,2019-08-13
Electronics,Surveillance,ed2f8955-8999-4b6b-90ce-30daa2c1b6b4,Electronics - Surveillance - 4329,47f24ace-b8ad-4b9e-b81c-ec8db8479676,Off,2018-04-13
Electronics,Surveillance,a86cb038-74fa-49e7-82ed-04e3d271c046,Electronics - Surveillance - 18261,08d7cb76-14b5-482e-be67-4d965f3334b5,Standby,2020-05-12
Electronics,Speakers,4de169b7-aa1b-4140-9253-36dac3d27af2,Electronics - Speakers - 744,313ba445-f0e3-49db-aed6-2e42e00c1ff8,Off,2018-06-19
Electronics,Surveillance,49983647-89d9-4d9b-8505-18a27f74c576,Electronics - Surveillance - 21144,077d7ccd-a557-46f7-96a4-a95ea2f25573,Paused,2019-03-24
Power Tools,Accessories,0ab69a90-00e1-4878-8292-647e6f225e74,Power Tools - Accessories - 3623,3025e048-8d4c-4840-bd27-8892e87d1293,Paused,2020-01-15
Power Tools,Cordless,c898eedc-d21f-4723-a576-4633cfd0465a,Power Tools - Cordless - 6885,590606b0-e5f7-4e11-975e-5274b6bc2e31,Paused,2018-02-15
